,id_quadra_logradouro,id_quadra,cd_logradouro,nm_logradouro
17637,01.05.118_SEM DENOMINACAO 4,01.05.118,529,SEM DENOMINACAO 4
10585,01.05.119_EROTIDES MARTINS DE OLIVEIRA,01.05.119,523,EROTIDES MARTINS DE OLIVEIRA
14916,01.05.119_MARIANO DE SOUZA MORANGUEIRA,01.05.119,101,MARIANO DE SOUZA MORANGUEIRA
36242,01.05.119_NATALICIA MARIA DOS SANTOS,01.05.119,524,NATALICIA MARIA DOS SANTOS
13690,01.05.120_AURELIA ZAMBALDI DE MELLO,01.05.120,522,AURELIA ZAMBALDI DE MELLO
14896,01.05.120_EROTIDES MARTINS DE OLIVEIRA,01.05.120,523,EROTIDES MARTINS DE OLIVEIRA
16569,01.05.120_MARIANO DE SOUZA MORANGUEIRA,01.05.120,101,MARIANO DE SOUZA MORANGUEIRA
14900,01.05.121_AURELIA ZAMBALDI DE MELLO,01.05.121,522,AURELIA ZAMBALDI DE MELLO
13676,01.05.121_MARIANO DE SOUZA MORANGUEIRA,01.05.121,101,MARIANO DE SOUZA MORANGUEIRA
14454,01.05.121_SHIRLEY APARECIDA MARÇAL,01.05.121,521,SHIRLEY APARECIDA MARÇAL
14382,01.05.122_MARIANO DE SOUZA MORANGUEIRA,01.05.122,101,MARIANO DE SOUZA MORANGUEIRA
16549,01.05.122_RIO GRANDE DO SUL,01.05.122,83,RIO GRANDE DO SUL
14683,01.05.122_SHIRLEY APARECIDA MARÇAL,01.05.122,521,SHIRLEY APARECIDA MARÇAL
4276,01.05.123_MARIANO DE SOUZA MORANGUEIRA,01.05.123,101,MARIANO DE SOUZA MORANGUEIRA
16917,01.05.123_RIO GRANDE DO SUL,01.05.123,83,RIO GRANDE DO SUL
14860,01.05.124_JOSE FACHIN,01.05.124,526,JOSE FACHIN
10591,01.05.124_MARIANO DE SOUZA MORANGUEIRA,01.05.124,101,MARIANO DE SOUZA MORANGUEIRA
10579,01.05.124_RIO GRANDE DO SUL,01.05.124,83,RIO GRANDE DO SUL
14861,01.05.124_SANTA CATARINA,01.05.124,84,SANTA CATARINA
13646,01.05.125_JOSE FACHIN,01.05.125,526,JOSE FACHIN
4254,01.05.125_PEDRO RODRIGUES DE CARVALHO,01.05.125,102,PEDRO RODRIGUES DE CARVALHO
4252,01.05.125_RIO GRANDE DO SUL,01.05.125,83,RIO GRANDE DO SUL
4261,01.05.125_SANTA CATARINA,01.05.125,84,SANTA CATARINA
13616,01.05.126_CURITIBA,01.05.126,85,CURITIBA
13622,01.05.126_JOSE FACHIN,01.05.126,526,JOSE FACHIN
20477,01.05.126_MARIANO DE SOUZA MORANGUEIRA,01.05.126,101,MARIANO DE SOUZA MORANGUEIRA
13615,01.05.126_SANTA CATARINA,01.05.126,84,SANTA CATARINA
14831,01.05.127_CURITIBA,01.05.127,85,CURITIBA
29942,01.05.127_JOSE FACHIN,01.05.127,526,JOSE FACHIN
14843,01.05.127_PEDRO RODRIGUES DE CARVALHO,01.05.127,102,PEDRO RODRIGUES DE CARVALHO
14853,01.05.127_SANTA CATARINA,01.05.127,84,SANTA CATARINA
25915,01.05.128_FLORIANO PEIXOTO,01.05.128,78,FLORIANO PEIXOTO
25080,01.05.128_JOSIAS SOARES DE LIMA,01.05.128,63,JOSIAS SOARES DE LIMA
25908,01.05.128_PRES TANCREDO NEVES,01.05.128,64,PRES TANCREDO NEVES
12913,01.05.129_RIO GRANDE DO SUL,01.05.129,83,RIO GRANDE DO SUL
1621,01.05.130_SEM DENOMINACAO 5,01.05.130,477,SEM DENOMINACAO 5
2242,01.05.131_SEM DENOMINACAO 5,01.05.131,477,SEM DENOMINACAO 5
27010,01.05.132_CAPITAO TELMO RIBEIRO,01.05.132,59,CAPITAO TELMO RIBEIRO
49579,01.05.132_PRES TANCREDO NEVES,01.05.132,64,PRES TANCREDO NEVES
1260,01.05.133_FRANCISCO ISIDORO DE OLIVEIRA,01.05.133,103,FRANCISCO ISIDORO DE OLIVEIRA
1134,01.05.133_PEDRO RODRIGUES DE CARVALHO,01.05.133,102,PEDRO RODRIGUES DE CARVALHO
25588,01.05.133_PRES TANCREDO NEVES,01.05.133,64,PRES TANCREDO NEVES
1062,01.05.134_CURITIBA,01.05.134,85,CURITIBA
35127,01.05.134_FRANCISCO ISIDORO DE OLIVEIRA,01.05.134,103,FRANCISCO ISIDORO DE OLIVEIRA
9454,01.05.135_CURITIBA,01.05.135,85,CURITIBA
12442,01.05.135_FRANCISCO ISIDORO DE OLIVEIRA,01.05.135,103,FRANCISCO ISIDORO DE OLIVEIRA
9457,01.05.135_PRES TANCREDO NEVES,01.05.135,64,PRES TANCREDO NEVES
9422,01.05.135_RIO CLARO,01.05.135,425,RIO CLARO
9455,01.05.135_SANTA CATARINA,01.05.135,84,SANTA CATARINA
1733,01.05.136_CANDIDO BERTIER FORTES,01.05.136,104,CANDIDO BERTIER FORTES
15114,01.05.136_CURITIBA,01.05.136,85,CURITIBA
9485,01.05.136_RIO CLARO,01.05.136,425,RIO CLARO
2829,01.05.136_SANTA CATARINA,01.05.136,84,SANTA CATARINA
41162,01.05.137_AMAZONAS,01.05.137,105,AMAZONAS
12463,01.05.137_CANDIDO BERTIER FORTES,01.05.137,104,CANDIDO BERTIER FORTES
9494,01.05.137_MILTON GONCALVES,01.05.137,424,MILTON GONCALVES
9501,01.05.137_SANTA CATARINA,01.05.137,84,SANTA CATARINA
21755,01.05.138_FRANCISCO ISIDORO DE OLIVEIRA,01.05.138,103,FRANCISCO ISIDORO DE OLIVEIRA
9421,01.05.138_PRES TANCREDO NEVES,01.05.138,64,PRES TANCREDO NEVES
21741,01.05.138_RIO GRANDE DO SUL,01.05.138,83,RIO GRANDE DO SUL
35117,01.05.138_SANTA CATARINA,01.05.138,84,SANTA CATARINA
27276,01.05.139_INDUSTRIAL ANTONIO FACHIN,01.05.139,86,INDUSTRIAL ANTONIO FACHIN
14124,01.05.139_JOAO DAMACENO COSTA,01.05.139,100,JOAO DAMACENO COSTA
210,01.05.141_PAULINO RECH,01.05.141,916,PAULINO RECH
9120,01.05.142_PAULINO RECH,01.05.142,916,PAULINO RECH
9470,01.05.143_PAULINO RECH,01.05.143,916,PAULINO RECH
9119,01.05.144_PAULINO RECH,01.05.144,916,PAULINO RECH
760,01.05.145_PAULINO RECH,01.05.145,916,PAULINO RECH
9158,01.05.146_PAULINO RECH,01.05.146,916,PAULINO RECH
956,01.05.147_PROJETADA A - COND RES MIOTTO REIS,01.05.147,1057,PROJETADA A - COND RES MIOTTO REIS
24886,01.05.148_FLORIANO PEIXOTO,01.05.148,78,FLORIANO PEIXOTO
24882,01.05.148_JOSIAS SOARES DE LIMA,01.05.148,63,JOSIAS SOARES DE LIMA
24883,01.05.148_PRES TANCREDO NEVES,01.05.148,64,PRES TANCREDO NEVES
24878,01.05.148_TODA TOSHIKO SUNAHARA,01.05.148,1085,TODA TOSHIKO SUNAHARA
25484,01.05.149_JOSIAS SOARES DE LIMA,01.05.149,63,JOSIAS SOARES DE LIMA
25476,01.05.149_LAZARO FIGUEIREDO VIEIRA,01.05.149,79,LAZARO FIGUEIREDO VIEIRA
25477,01.05.149_PRES TANCREDO NEVES,01.05.149,64,PRES TANCREDO NEVES
25483,01.05.149_TODA TOSHIKO SUNAHARA,01.05.149,1085,TODA TOSHIKO SUNAHARA
527,01.05.150_JOSE ALVES DE SOUZA,01.05.150,267,JOSE ALVES DE SOUZA
535,01.05.151_ANDREY GERÔNIMO FARIAS AUED,01.05.151,1098,ANDREY GERÔNIMO FARIAS AUED
534,01.05.151_JOSE ALVES DE SOUZA,01.05.151,267,JOSE ALVES DE SOUZA
543,01.05.152_ANDREY GERÔNIMO FARIAS AUED,01.05.152,1098,ANDREY GERÔNIMO FARIAS AUED
552,01.05.152_OLAVO TEIXEIRA,01.05.152,1099,OLAVO TEIXEIRA
553,01.05.153_ANDREY GERÔNIMO FARIAS AUED,01.05.153,1098,ANDREY GERÔNIMO FARIAS AUED
554,01.05.153_OLAVO TEIXEIRA,01.05.153,1099,OLAVO TEIXEIRA
25812,01.05.154_JOSE ALVES DE SOUZA,01.05.154,267,JOSE ALVES DE SOUZA
533,01.05.155_JOSE ALVES DE SOUZA,01.05.155,267,JOSE ALVES DE SOUZA
25541,01.05.156_CAPITAO TELMO RIBEIRO,01.05.156,59,CAPITAO TELMO RIBEIRO
25540,01.05.156_LAZARO FIGUEIREDO VIEIRA,01.05.156,79,LAZARO FIGUEIREDO VIEIRA
1194,01.05.156_RAMIRO BARRETO ALMEIDA,01.05.156,310,RAMIRO BARRETO ALMEIDA
25771,01.05.157_PROJETADA H - JAD SAO PEDRO,01.05.157,94675,PROJETADA H - JAD SAO PEDRO
25767,01.05.158_PROJETADA H - JAD SAO PEDRO,01.05.158,94675,PROJETADA H - JAD SAO PEDRO
1313,01.05.159_PROJETADA H - JAD SAO PEDRO,01.05.159,94675,PROJETADA H - JAD SAO PEDRO
1300,01.05.160_PROJETADA A - JAD SÃO PEDRO,01.05.160,94669,PROJETADA A - JAD SÃO PEDRO
1299,01.05.160_PROJETADA H - JAD SAO PEDRO,01.05.160,94675,PROJETADA H - JAD SAO PEDRO
1298,01.05.160_RAMIRO BARRETO ALMEIDA,01.05.160,310,RAMIRO BARRETO ALMEIDA
25762,01.05.161_PROJETADA A - JAD SÃO PEDRO,01.05.161,94669,PROJETADA A - JAD SÃO PEDRO
25764,01.05.161_PROJETADA B - JAD SAO PEDRO,01.05.161,94670,PROJETADA B - JAD SAO PEDRO
1289,01.05.161_PROJETADA H - JAD SAO PEDRO,01.05.161,94675,PROJETADA H - JAD SAO PEDRO
1302,01.05.162_PROJETADA B - JAD SAO PEDRO,01.05.162,94670,PROJETADA B - JAD SAO PEDRO
1290,01.05.162_PROJETADA C - JAD SAO PEDRO,01.05.162,94671,PROJETADA C - JAD SAO PEDRO
27042,01.05.162_PROJETADA H - JAD SAO PEDRO,01.05.162,94675,PROJETADA H - JAD SAO PEDRO
25802,01.05.163_PROJETADA C - JAD SAO PEDRO,01.05.163,94671,PROJETADA C - JAD SAO PEDRO
25766,01.05.163_PROJETADA D - JAD SAO PEDRO,01.05.163,94672,PROJETADA D - JAD SAO PEDRO
25765,01.05.163_PROJETADA H - JAD SAO PEDRO,01.05.163,94675,PROJETADA H - JAD SAO PEDRO
1305,01.05.164_PROJETADA D - JAD SAO PEDRO,01.05.164,94672,PROJETADA D - JAD SAO PEDRO
1291,01.05.164_PROJETADA E - JAD SAO PEDRO,01.05.164,94673,PROJETADA E - JAD SAO PEDRO
25798,01.05.164_PROJETADA H - JAD SAO PEDRO,01.05.164,94675,PROJETADA H - JAD SAO PEDRO
27053,01.05.165_PROJETADA E - JAD SAO PEDRO,01.05.165,94673,PROJETADA E - JAD SAO PEDRO
1310,01.05.165_PROJETADA F - JAD SAO PEDRO,01.05.165,94674,PROJETADA F - JAD SAO PEDRO
1311,01.05.165_PROJETADA G - JAD SAO PEDRO,01.05.165,94676,PROJETADA G - JAD SAO PEDRO
1308,01.05.165_PROJETADA H - JAD SAO PEDRO,01.05.165,94675,PROJETADA H - JAD SAO PEDRO
1307,01.05.166_PROJETADA E - JAD SAO PEDRO,01.05.166,94673,PROJETADA E - JAD SAO PEDRO
27052,01.05.166_PROJETADA G - JAD SAO PEDRO,01.05.166,94676,PROJETADA G - JAD SAO PEDRO
25784,01.05.167_PROJETADA F - JAD SAO PEDRO,01.05.167,94674,PROJETADA F - JAD SAO PEDRO
51776,01.05.268_CURITIBA,01.05.268,85,CURITIBA
115,01.06.001_ASSIS CHATEAUBRIAND,01.06.001,259,ASSIS CHATEAUBRIAND
14660,01.06.001_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.001,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
14142,01.06.001_ETTORE GIOVINE,01.06.001,106,ETTORE GIOVINE
9089,01.06.001_RIO GRANDE DO SUL,01.06.001,83,RIO GRANDE DO SUL
9922,01.06.002_ASSIS CHATEAUBRIAND,01.06.002,259,ASSIS CHATEAUBRIAND
9191,01.06.002_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.002,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
9953,01.06.002_PARA,01.06.002,108,PARA
1938,01.06.002_RIO GRANDE DO SUL,01.06.002,83,RIO GRANDE DO SUL
2055,01.06.003_ASSIS CHATEAUBRIAND,01.06.003,259,ASSIS CHATEAUBRIAND
29482,01.06.003_CARLOS FABER,01.06.003,643,CARLOS FABER
3803,01.06.003_PARA,01.06.003,108,PARA
2054,01.06.003_RIO GRANDE DO SUL,01.06.003,83,RIO GRANDE DO SUL
27957,01.06.004_ASSIS CHATEAUBRIAND,01.06.004,259,ASSIS CHATEAUBRIAND
2059,01.06.004_CARLOS FABER,01.06.004,643,CARLOS FABER
3804,01.06.004_PARA,01.06.004,108,PARA
2057,01.06.004_PRINCESA IZABEL,01.06.004,260,PRINCESA IZABEL
3840,01.06.005_ASSIS CHATEAUBRIAND,01.06.005,259,ASSIS CHATEAUBRIAND
34892,01.06.005_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.005,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
153,01.06.005_PARA,01.06.005,108,PARA
3847,01.06.005_PRINCESA IZABEL,01.06.005,260,PRINCESA IZABEL
9068,01.06.006_ASSIS CHATEAUBRIAND,01.06.006,259,ASSIS CHATEAUBRIAND
9126,01.06.006_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.006,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
28699,01.06.006_ETTORE GIOVINE,01.06.006,106,ETTORE GIOVINE
134,01.06.006_PRINCESA IZABEL,01.06.006,260,PRINCESA IZABEL
9154,01.06.007_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.007,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
14138,01.06.007_ETTORE GIOVINE,01.06.007,106,ETTORE GIOVINE
9147,01.06.007_PIONEIRO JOSE BASILIO DE OLIVEIRA,01.06.007,261,PIONEIRO JOSE BASILIO DE OLIVEIRA
9145,01.06.007_PRINCESA IZABEL,01.06.007,260,PRINCESA IZABEL
13032,01.06.008_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.008,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
9935,01.06.008_PARA,01.06.008,108,PARA
3864,01.06.008_PIONEIRO JOSE BASILIO DE OLIVEIRA,01.06.008,261,PIONEIRO JOSE BASILIO DE OLIVEIRA
4119,01.06.008_PRINCESA IZABEL,01.06.008,260,PRINCESA IZABEL
28089,01.06.009_CARLOS FABER,01.06.009,643,CARLOS FABER
2297,01.06.009_PARA,01.06.009,108,PARA
2314,01.06.009_PIONEIRO JOSE BASILIO DE OLIVEIRA,01.06.009,261,PIONEIRO JOSE BASILIO DE OLIVEIRA
3789,01.06.009_PRINCESA IZABEL,01.06.009,260,PRINCESA IZABEL
2513,01.06.010_CARLOS FABER,01.06.010,643,CARLOS FABER
2326,01.06.010_PARA,01.06.010,108,PARA
2062,01.06.010_PIONEIRO JOSE BASILIO DE OLIVEIRA,01.06.010,261,PIONEIRO JOSE BASILIO DE OLIVEIRA
1788,01.06.010_PRES TANCREDO NEVES,01.06.010,64,PRES TANCREDO NEVES
9227,01.06.011_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.011,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
9984,01.06.011_PARA,01.06.011,108,PARA
1940,01.06.011_PIONEIRO JOSE BASILIO DE OLIVEIRA,01.06.011,261,PIONEIRO JOSE BASILIO DE OLIVEIRA
9990,01.06.011_PRES TANCREDO NEVES,01.06.011,64,PRES TANCREDO NEVES
9178,01.06.012_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.012,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
9179,01.06.012_PIONEIRO JOSE BASILIO DE OLIVEIRA,01.06.012,261,PIONEIRO JOSE BASILIO DE OLIVEIRA
9228,01.06.012_PRES TANCREDO NEVES,01.06.012,64,PRES TANCREDO NEVES
39883,01.06.013_RIO GRANDE DO SUL,01.06.013,83,RIO GRANDE DO SUL
11568,01.06.014_PIAUI,01.06.014,112,PIAUI
11560,01.06.014_PIONEIRO LUIZ LORENZETTI,01.06.014,322,PIONEIRO LUIZ LORENZETTI
11557,01.06.014_RIO GRANDE DO SUL,01.06.014,83,RIO GRANDE DO SUL
8328,01.06.014_SOUZA NAVES,01.06.014,114,SOUZA NAVES
8883,01.06.015_MARECHAL CANDIDO RONDON,01.06.015,115,MARECHAL CANDIDO RONDON
4147,01.06.015_PIONEIRO LUIZ LORENZETTI,01.06.015,322,PIONEIRO LUIZ LORENZETTI
2661,01.06.015_RIO GRANDE DO SUL,01.06.015,83,RIO GRANDE DO SUL
4144,01.06.015_SOUZA NAVES,01.06.015,114,SOUZA NAVES
2658,01.06.016_ANTONIO JESUS DE OLIVEIRA,01.06.016,262,ANTONIO JESUS DE OLIVEIRA
8881,01.06.016_MARECHAL CANDIDO RONDON,01.06.016,115,MARECHAL CANDIDO RONDON
8315,01.06.016_PIONEIRO LUIZ LORENZETTI,01.06.016,322,PIONEIRO LUIZ LORENZETTI
8277,01.06.016_SOUZA NAVES,01.06.016,114,SOUZA NAVES
8864,01.06.017_ANTONIO JESUS DE OLIVEIRA,01.06.017,262,ANTONIO JESUS DE OLIVEIRA
16780,01.06.017_PIAUI,01.06.017,112,PIAUI
4165,01.06.017_PIONEIRO LUIZ LORENZETTI,01.06.017,322,PIONEIRO LUIZ LORENZETTI
21369,01.06.017_SOUZA NAVES,01.06.017,114,SOUZA NAVES
11467,01.06.018_ANTONIO JESUS DE OLIVEIRA,01.06.018,262,ANTONIO JESUS DE OLIVEIRA
11469,01.06.018_PIAUI,01.06.018,112,PIAUI
8353,01.06.018_PIONEIRO FELICIO JORGE,01.06.018,323,PIONEIRO FELICIO JORGE
8351,01.06.018_SOUZA NAVES,01.06.018,114,SOUZA NAVES
2659,01.06.019_ANTONIO JESUS DE OLIVEIRA,01.06.019,262,ANTONIO JESUS DE OLIVEIRA
8858,01.06.019_MARECHAL CANDIDO RONDON,01.06.019,115,MARECHAL CANDIDO RONDON
8332,01.06.019_PIONEIRO FELICIO JORGE,01.06.019,323,PIONEIRO FELICIO JORGE
2476,01.06.019_SOUZA NAVES,01.06.019,114,SOUZA NAVES
9137,01.06.020_MARECHAL CANDIDO RONDON,01.06.020,115,MARECHAL CANDIDO RONDON
9992,01.06.020_PIONEIRO FELICIO JORGE,01.06.020,323,PIONEIRO FELICIO JORGE
75,01.06.020_PRES TANCREDO NEVES,01.06.020,64,PRES TANCREDO NEVES
76,01.06.020_SOUZA NAVES,01.06.020,114,SOUZA NAVES
11471,01.06.021_PIAUI,01.06.021,112,PIAUI
2483,01.06.021_PIONEIRO FELICIO JORGE,01.06.021,323,PIONEIRO FELICIO JORGE
4162,01.06.021_PRES TANCREDO NEVES,01.06.021,64,PRES TANCREDO NEVES
8916,01.06.021_SOUZA NAVES,01.06.021,114,SOUZA NAVES
11045,01.06.022_AMAPA,01.06.022,116,AMAPA
8792,01.06.022_MARECHAL CANDIDO RONDON,01.06.022,115,MARECHAL CANDIDO RONDON
9997,01.06.022_PRES TANCREDO NEVES,01.06.022,64,PRES TANCREDO NEVES
11053,01.06.022_RIO GRANDE DO SUL,01.06.022,83,RIO GRANDE DO SUL
16108,01.06.023_AMAPA,01.06.023,116,AMAPA
17398,01.06.023_GUAPORE,01.06.023,117,GUAPORE
16104,01.06.023_PIONEIRO EDUIR PEREIRA DE ARAUJO,01.06.023,324,PIONEIRO EDUIR PEREIRA DE ARAUJO
16075,01.06.023_RIO GRANDE DO SUL,01.06.023,83,RIO GRANDE DO SUL
2329,01.06.024_GUAPORE,01.06.024,117,GUAPORE
27062,01.06.024_LUIZ SPIGOLON,01.06.024,118,LUIZ SPIGOLON
18452,01.06.024_RIO GRANDE DO SUL,01.06.024,83,RIO GRANDE DO SUL
17399,01.06.025_GUAPORE,01.06.025,117,GUAPORE
3848,01.06.025_LUIZ SPIGOLON,01.06.025,118,LUIZ SPIGOLON
2185,01.06.025_MAXIMINO PEREIRA GUEDES,01.06.025,739,MAXIMINO PEREIRA GUEDES
39702,01.06.025_PIONEIRO EDUIR PEREIRA DE ARAUJO,01.06.025,324,PIONEIRO EDUIR PEREIRA DE ARAUJO
74,01.06.025_SALVADOR GONCALVES PADILHA,01.06.025,263,SALVADOR GONCALVES PADILHA
16090,01.06.026_AMAPA,01.06.026,116,AMAPA
43376,01.06.026_GUAPORE,01.06.026,117,GUAPORE
17403,01.06.026_PIONEIRO EDUIR PEREIRA DE ARAUJO,01.06.026,324,PIONEIRO EDUIR PEREIRA DE ARAUJO
16105,01.06.026_SALVADOR GONCALVES PADILHA,01.06.026,263,SALVADOR GONCALVES PADILHA
29670,01.06.027_AMAPA,01.06.027,116,AMAPA
2334,01.06.027_GUAPORE,01.06.027,117,GUAPORE
3980,01.06.027_PRES TANCREDO NEVES,01.06.027,64,PRES TANCREDO NEVES
3978,01.06.027_SALVADOR GONCALVES PADILHA,01.06.027,263,SALVADOR GONCALVES PADILHA
17397,01.06.028_GUAPORE,01.06.028,117,GUAPORE
1666,01.06.029_GUAPORE,01.06.029,117,GUAPORE
30147,01.06.029_LINDAURA PEREIRA MOTA,01.06.029,326,LINDAURA PEREIRA MOTA
1258,01.06.029_PRES TANCREDO NEVES,01.06.029,64,PRES TANCREDO NEVES
1669,01.06.030_GUAPORE,01.06.030,117,GUAPORE
4469,01.06.031_GUAPORE,01.06.031,117,GUAPORE
1257,01.06.032_GUAPORE,01.06.032,117,GUAPORE
1256,01.06.032_LINDAURA PEREIRA MOTA,01.06.032,326,LINDAURA PEREIRA MOTA
39745,01.06.033_VIELA,01.06.033,327,VIELA
22283,01.06.034_EDSON MARTINS,01.06.034,249,EDSON MARTINS
2186,01.06.034_LUIZ SPIGOLON,01.06.034,118,LUIZ SPIGOLON
4470,01.06.034_MAXIMINO PEREIRA GUEDES,01.06.034,739,MAXIMINO PEREIRA GUEDES
2281,01.06.034_SALVADOR GONCALVES PADILHA,01.06.034,263,SALVADOR GONCALVES PADILHA
125,01.06.035_EDSON MARTINS,01.06.035,249,EDSON MARTINS
11917,01.06.035_PASSAGEM 6,01.06.035,350,PASSAGEM 6
11904,01.06.035_SALVADOR GONCALVES PADILHA,01.06.035,263,SALVADOR GONCALVES PADILHA
23546,01.06.036_SALVADOR GONCALVES PADILHA,01.06.036,263,SALVADOR GONCALVES PADILHA
25072,01.06.037_DR PEDRO MIRANDA,01.06.037,250,DR PEDRO MIRANDA
1135,01.06.037_LUIZ SPIGOLON,01.06.037,118,LUIZ SPIGOLON
51856,01.06.037_MAXIMINO PEREIRA GUEDES,01.06.037,739,MAXIMINO PEREIRA GUEDES
51122,01.06.037_RIO GRANDE DO SUL,01.06.037,83,RIO GRANDE DO SUL
1253,01.06.038_DR PEDRO MIRANDA,01.06.038,250,DR PEDRO MIRANDA
25615,01.06.038_EDSON MARTINS,01.06.038,249,EDSON MARTINS
1244,01.06.038_MAXIMINO PEREIRA GUEDES,01.06.038,739,MAXIMINO PEREIRA GUEDES
1045,01.06.038_RIO GRANDE DO SUL,01.06.038,83,RIO GRANDE DO SUL
1380,01.06.039_JOSE FERREIRA DE ARAUJO,01.06.039,806,JOSE FERREIRA DE ARAUJO
27959,01.06.039_PRES TANCREDO NEVES,01.06.039,64,PRES TANCREDO NEVES
1381,01.06.039_RIO GRANDE DO SUL,01.06.039,83,RIO GRANDE DO SUL
17965,01.06.039_XAXIM,01.06.039,940,XAXIM
25835,01.06.040_ANTONIO JOSE DE SOUZA,01.06.040,341,ANTONIO JOSE DE SOUZA
22388,01.06.040_PRES TANCREDO NEVES,01.06.040,64,PRES TANCREDO NEVES
2379,01.06.041_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.041,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
27263,01.06.041_JOSE MARIA TENORIO,01.06.041,264,JOSE MARIA TENORIO
9265,01.06.041_PRES TANCREDO NEVES,01.06.041,64,PRES TANCREDO NEVES
2375,01.06.042_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.042,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
1105,01.06.042_JOSE MARIA TENORIO,01.06.042,264,JOSE MARIA TENORIO
2071,01.06.042_PARA,01.06.042,108,PARA
2376,01.06.042_PRES TANCREDO NEVES,01.06.042,64,PRES TANCREDO NEVES
2065,01.06.043_JOSE MARIA TENORIO,01.06.043,264,JOSE MARIA TENORIO
20325,01.06.043_PARA,01.06.043,108,PARA
27843,01.06.043_PARAIBA,01.06.043,109,PARAIBA
2064,01.06.043_PRES TANCREDO NEVES,01.06.043,64,PRES TANCREDO NEVES
20244,01.06.044_PIAUI,01.06.044,112,PIAUI
1056,01.06.044_PRES TANCREDO NEVES,01.06.044,64,PRES TANCREDO NEVES
1065,01.06.044_VIVALDO RAMOS,01.06.044,321,VIVALDO RAMOS
20262,01.06.045_GABRIEL ESPERIDIAO,01.06.045,272,GABRIEL ESPERIDIAO
20267,01.06.045_PIAUI,01.06.045,112,PIAUI
20270,01.06.045_PRES TANCREDO NEVES,01.06.045,64,PRES TANCREDO NEVES
16377,01.06.045_VIVALDO RAMOS,01.06.045,321,VIVALDO RAMOS
168,01.06.046_GABRIEL ESPERIDIAO,01.06.046,272,GABRIEL ESPERIDIAO
6580,01.06.046_PRES TANCREDO NEVES,01.06.046,64,PRES TANCREDO NEVES
98,01.06.046_VIVALDO RAMOS,01.06.046,321,VIVALDO RAMOS
1747,01.06.047_JOSE MARIA TENORIO,01.06.047,264,JOSE MARIA TENORIO
2516,01.06.047_NATAN MOREIRA BARBOSA,01.06.047,265,NATAN MOREIRA BARBOSA
2082,01.06.047_PARA,01.06.047,108,PARA
1769,01.06.048_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.048,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
2083,01.06.048_JOSE MARIA TENORIO,01.06.048,264,JOSE MARIA TENORIO
3829,01.06.048_NATAN MOREIRA BARBOSA,01.06.048,265,NATAN MOREIRA BARBOSA
27541,01.06.048_PARA,01.06.048,108,PARA
22302,01.06.049_DR SYLVIO VIDAL COELHO LEITE RIBEIRO,01.06.049,107,DR SYLVIO VIDAL COELHO LEITE RIBEIRO
27561,01.06.049_JOSE MARIA TENORIO,01.06.049,264,JOSE MARIA TENORIO
1780,01.06.049_NATAN MOREIRA BARBOSA,01.06.049,265,NATAN MOREIRA BARBOSA
2089,01.06.050_APARECIDO MARQUES DA SILVA,01.06.050,266,APARECIDO MARQUES DA SILVA
20391,01.06.050_ETTORE GIOVINE,01.06.050,106,ETTORE GIOVINE
3845,01.06.050_NATAN MOREIRA BARBOSA,01.06.050,265,NATAN MOREIRA BARBOSA
2382,01.06.051_APARECIDO MARQUES DA SILVA,01.06.051,266,APARECIDO MARQUES DA SILVA
3884,01.06.051_ETTORE GIOVINE,01.06.051,106,ETTORE GIOVINE
3875,01.06.051_JOSE ALVES DE SOUZA,01.06.051,267,JOSE ALVES DE SOUZA
29858,01.06.052_NATAN MOREIRA BARBOSA,01.06.052,265,NATAN MOREIRA BARBOSA
1399,01.06.053_JOSE ALVES DE SOUZA,01.06.053,267,JOSE ALVES DE SOUZA
151,01.06.054_GABRIEL ESPERIDIAO,01.06.054,272,GABRIEL ESPERIDIAO
25672,01.06.054_VIVALDO RAMOS,01.06.054,321,VIVALDO RAMOS
4257,01.06.056_ANDRE JULIATO,01.06.056,481,ANDRE JULIATO
8229,01.06.057_PRES TANCREDO NEVES,01.06.057,64,PRES TANCREDO NEVES
