,id_quadra_logradouro,id_quadra,cd_logradouro,nm_logradouro
721,01.03.118_HEIHACHIRO NIEKAWA,01.03.118,147,HEIHACHIRO NIEKAWA
16432,01.03.118_JOSE DANTAS DE LIMA,01.03.118,175,JOSE DANTAS DE LIMA
16344,01.03.118_PAULO ANTONIO DA COSTA,01.03.118,174,PAULO ANTONIO DA COSTA
19135,01.03.119_ANTONIO EREDIA MOLINA,01.03.119,177,ANTONIO EREDIA MOLINA
18492,01.03.119_DAVI ALVES,01.03.119,163,DAVI ALVES
4070,01.03.119_FRANCISCO ALVES DO NASCIMENTO,01.03.119,148,FRANCISCO ALVES DO NASCIMENTO
17060,01.03.119_HEIHACHIRO NIEKAWA,01.03.119,147,HEIHACHIRO NIEKAWA
18406,01.03.119_JOSE DANTAS DE LIMA,01.03.119,175,JOSE DANTAS DE LIMA
19809,01.03.120_ANTONIO EREDIA MOLINA,01.03.120,177,ANTONIO EREDIA MOLINA
4887,01.03.120_ANTONIO JOSE DA SILVA,01.03.120,146,ANTONIO JOSE DA SILVA
19145,01.03.120_DAVI ALVES,01.03.120,163,DAVI ALVES
4916,01.03.120_JOAQUIM CASTELLA,01.03.120,251,JOAQUIM CASTELLA
16093,01.03.120_SINEVAL FORTES,01.03.120,178,SINEVAL FORTES
18521,01.03.121_DAVI ALVES,01.03.121,163,DAVI ALVES
18904,01.03.121_LUIZ ZAROS,01.03.121,162,LUIZ ZAROS
829,01.03.121_MARTINS SILVERIO DO NASCIMENTO,01.03.121,179,MARTINS SILVERIO DO NASCIMENTO
41081,01.03.121_SINEVAL FORTES,01.03.121,178,SINEVAL FORTES
42831,01.03.122_DAVI ALVES,01.03.122,163,DAVI ALVES
20444,01.03.122_LUIZ ZAROS,01.03.122,162,LUIZ ZAROS
45127,01.03.123_DO AEROPORTO,01.03.123,203,DO AEROPORTO
10159,01.03.123_LUIZ ZAROS,01.03.123,162,LUIZ ZAROS
45160,01.03.123_VER SEBASTIAO BEM BEM DE OLIVEIRA,01.03.123,206,VER SEBASTIAO BEM BEM DE OLIVEIRA
21944,01.03.124_LUIZ ZAROS,01.03.124,162,LUIZ ZAROS
18576,01.03.124_MARIA JOSE DE CASTRO CONSALTER,01.03.124,151,MARIA JOSE DE CASTRO CONSALTER
10049,01.03.125_DAVI ALVES,01.03.125,163,DAVI ALVES
18469,01.03.125_JOAO SALVADOR,01.03.125,180,JOAO SALVADOR
18500,01.03.125_LUIZ ZAROS,01.03.125,162,LUIZ ZAROS
10000,01.03.125_MARIA JOSE DE CASTRO CONSALTER,01.03.125,151,MARIA JOSE DE CASTRO CONSALTER
14935,01.03.125_MARTINS SILVERIO DO NASCIMENTO,01.03.125,179,MARTINS SILVERIO DO NASCIMENTO
18478,01.03.126_DAVI ALVES,01.03.126,163,DAVI ALVES
18577,01.03.126_MARIA JOSE DE CASTRO CONSALTER,01.03.126,151,MARIA JOSE DE CASTRO CONSALTER
19777,01.03.126_MARTINS SILVERIO DO NASCIMENTO,01.03.126,179,MARTINS SILVERIO DO NASCIMENTO
19138,01.03.126_SINEVAL FORTES,01.03.126,178,SINEVAL FORTES
16838,01.03.127_ANTONIO EREDIA MOLINA,01.03.127,177,ANTONIO EREDIA MOLINA
18639,01.03.127_DAVI ALVES,01.03.127,163,DAVI ALVES
44516,01.03.127_MARIA JOSE DE CASTRO CONSALTER,01.03.127,151,MARIA JOSE DE CASTRO CONSALTER
18502,01.03.127_SINEVAL FORTES,01.03.127,178,SINEVAL FORTES
41073,01.03.128_ANTONIO EREDIA MOLINA,01.03.128,177,ANTONIO EREDIA MOLINA
21935,01.03.128_DAVI ALVES,01.03.128,163,DAVI ALVES
19672,01.03.128_DOMINGOS LOURENCO DE ALMEIDA,01.03.128,176,DOMINGOS LOURENCO DE ALMEIDA
18523,01.03.128_MARIA JOSE DE CASTRO CONSALTER,01.03.128,151,MARIA JOSE DE CASTRO CONSALTER
16077,01.03.129_DOMINGOS LOURENCO DE ALMEIDA,01.03.129,176,DOMINGOS LOURENCO DE ALMEIDA
8750,01.03.129_FRANCISCO ALVES DO NASCIMENTO,01.03.129,148,FRANCISCO ALVES DO NASCIMENTO
8749,01.03.129_JOSE DANTAS DE LIMA,01.03.129,175,JOSE DANTAS DE LIMA
19110,01.03.129_MARIA JOSE DE CASTRO CONSALTER,01.03.129,151,MARIA JOSE DE CASTRO CONSALTER
16339,01.03.130_FRANCISCO ALVES DO NASCIMENTO,01.03.130,148,FRANCISCO ALVES DO NASCIMENTO
16314,01.03.130_JOSE DANTAS DE LIMA,01.03.130,175,JOSE DANTAS DE LIMA
16216,01.03.130_MARIA JOSE DE CASTRO CONSALTER,01.03.130,151,MARIA JOSE DE CASTRO CONSALTER
16215,01.03.130_PAULO ANTONIO DA COSTA,01.03.130,174,PAULO ANTONIO DA COSTA
15898,01.03.131_FRANCISCO ALVES DO NASCIMENTO,01.03.131,148,FRANCISCO ALVES DO NASCIMENTO
15987,01.03.131_MARIA JOSE DE CASTRO CONSALTER,01.03.131,151,MARIA JOSE DE CASTRO CONSALTER
19496,01.03.131_PAULO ANTONIO DA COSTA,01.03.131,174,PAULO ANTONIO DA COSTA
4045,01.03.131_TROPHINO ALVES BUDAL,01.03.131,173,TROPHINO ALVES BUDAL
14232,01.03.132_FRANCISCO ALVES DO NASCIMENTO,01.03.132,148,FRANCISCO ALVES DO NASCIMENTO
14226,01.03.132_JOSE FRACAROLLI,01.03.132,150,JOSE FRACAROLLI
18393,01.03.132_LUIZ SPIGOLON,01.03.132,118,LUIZ SPIGOLON
19518,01.03.132_TROPHINO ALVES BUDAL,01.03.132,173,TROPHINO ALVES BUDAL
13475,01.03.133_FRANCISCO ALVES DO NASCIMENTO,01.03.133,148,FRANCISCO ALVES DO NASCIMENTO
15305,01.03.133_HAYATO NAKAMURA,01.03.133,172,HAYATO NAKAMURA
13434,01.03.133_JOSE FRACAROLLI,01.03.133,150,JOSE FRACAROLLI
18395,01.03.133_LUIZ SPIGOLON,01.03.133,118,LUIZ SPIGOLON
16928,01.03.134_FRANCISCO ALVES DO NASCIMENTO,01.03.134,148,FRANCISCO ALVES DO NASCIMENTO
42902,01.03.134_HAYATO NAKAMURA,01.03.134,172,HAYATO NAKAMURA
16934,01.03.134_JOSE FRACAROLLI,01.03.134,150,JOSE FRACAROLLI
16929,01.03.134_OTACILIO EGGER,01.03.134,171,OTACILIO EGGER
1883,01.03.135_FRANCISCO ALVES DO NASCIMENTO,01.03.135,148,FRANCISCO ALVES DO NASCIMENTO
4586,01.03.135_MARTIN LUTHER KING,01.03.135,170,MARTIN LUTHER KING
28146,01.03.135_OTACILIO EGGER,01.03.135,171,OTACILIO EGGER
30322,01.03.136_ALBINO SILVA,01.03.136,132,ALBINO SILVA
5054,01.03.136_DORIVAL PERON,01.03.136,149,DORIVAL PERON
18317,01.03.136_FRANCISCO ALVES DO NASCIMENTO,01.03.136,148,FRANCISCO ALVES DO NASCIMENTO
4585,01.03.136_MARTIN LUTHER KING,01.03.136,170,MARTIN LUTHER KING
9294,01.03.137_ALBINO SILVA,01.03.137,132,ALBINO SILVA
8836,01.03.137_DORIVAL PERON,01.03.137,149,DORIVAL PERON
821,01.03.137_FRANCISCO ALVES DO NASCIMENTO,01.03.137,148,FRANCISCO ALVES DO NASCIMENTO
8802,01.03.137_IPIRANGA,01.03.137,169,IPIRANGA
9436,01.03.138_DORIVAL PERON,01.03.138,149,DORIVAL PERON
7362,01.03.138_FRANCISCO ALVES DO NASCIMENTO,01.03.138,148,FRANCISCO ALVES DO NASCIMENTO
13011,01.03.138_IPIRANGA,01.03.138,169,IPIRANGA
22120,01.03.138_MILJUTIN KOGEJ,01.03.138,131,MILJUTIN KOGEJ
1892,01.03.139_DORIVAL PERON,01.03.139,149,DORIVAL PERON
7043,01.03.139_FRANCISCO ALVES DO NASCIMENTO,01.03.139,148,FRANCISCO ALVES DO NASCIMENTO
21274,01.03.139_MILJUTIN KOGEJ,01.03.139,131,MILJUTIN KOGEJ
7032,01.03.139_PIONEIRO ALFREDO SIMONETTI,01.03.139,271,PIONEIRO ALFREDO SIMONETTI
3346,01.03.140_DORIVAL PERON,01.03.140,149,DORIVAL PERON
7085,01.03.140_FRANCISCO ALVES DO NASCIMENTO,01.03.140,148,FRANCISCO ALVES DO NASCIMENTO
7029,01.03.140_INDUSTRIAL ALBINO FERRACINI,01.03.140,168,INDUSTRIAL ALBINO FERRACINI
25638,01.03.140_PIONEIRO ALFREDO SIMONETTI,01.03.140,271,PIONEIRO ALFREDO SIMONETTI
2229,01.03.141_FRANCISCO ALVES DO NASCIMENTO,01.03.141,148,FRANCISCO ALVES DO NASCIMENTO
15006,01.03.141_INDUSTRIAL ALBINO FERRACINI,01.03.141,168,INDUSTRIAL ALBINO FERRACINI
15071,01.03.142_FRANCISCO ALVES DO NASCIMENTO,01.03.142,148,FRANCISCO ALVES DO NASCIMENTO
17588,01.03.143_FRANCISCO ALVES DO NASCIMENTO,01.03.143,148,FRANCISCO ALVES DO NASCIMENTO
1891,01.03.144_AMADOR AGUIAR,01.03.144,161,AMADOR AGUIAR
7028,01.03.144_MILJUTIN KOGEJ,01.03.144,131,MILJUTIN KOGEJ
21671,01.03.145_FLAUZINA DIAS VIEGAS,01.03.145,188,FLAUZINA DIAS VIEGAS
31109,01.03.145_NELSON ERNESTO BUCHNER,01.03.145,187,NELSON ERNESTO BUCHNER
31105,01.03.145_PIONEIRA MARIA ROSA TEIXEIRA DE SOUZA,01.03.145,313,PIONEIRA MARIA ROSA TEIXEIRA DE SOUZA
7375,01.03.146_DORIVAL PERON,01.03.146,149,DORIVAL PERON
7874,01.03.146_INDUSTRIAL ALBINO FERRACINI,01.03.146,168,INDUSTRIAL ALBINO FERRACINI
7382,01.03.146_MANOEL BORRACHINA,01.03.146,152,MANOEL BORRACHINA
7376,01.03.146_PIONEIRO ALFREDO SIMONETTI,01.03.146,271,PIONEIRO ALFREDO SIMONETTI
7384,01.03.147_DORIVAL PERON,01.03.147,149,DORIVAL PERON
21268,01.03.147_MANOEL BORRACHINA,01.03.147,152,MANOEL BORRACHINA
21267,01.03.147_MILJUTIN KOGEJ,01.03.147,131,MILJUTIN KOGEJ
7444,01.03.147_PIONEIRO ALFREDO SIMONETTI,01.03.147,271,PIONEIRO ALFREDO SIMONETTI
13131,01.03.148_DORIVAL PERON,01.03.148,149,DORIVAL PERON
22446,01.03.148_IPIRANGA,01.03.148,169,IPIRANGA
13210,01.03.148_MANOEL BORRACHINA,01.03.148,152,MANOEL BORRACHINA
13313,01.03.148_MILJUTIN KOGEJ,01.03.148,131,MILJUTIN KOGEJ
8838,01.03.149_ALBINO SILVA,01.03.149,132,ALBINO SILVA
9448,01.03.149_DORIVAL PERON,01.03.149,149,DORIVAL PERON
8839,01.03.149_IPIRANGA,01.03.149,169,IPIRANGA
758,01.03.149_MANOEL BORRACHINA,01.03.149,152,MANOEL BORRACHINA
5057,01.03.150_ALBINO SILVA,01.03.150,132,ALBINO SILVA
4592,01.03.150_DORIVAL PERON,01.03.150,149,DORIVAL PERON
5036,01.03.150_MANOEL BORRACHINA,01.03.150,152,MANOEL BORRACHINA
30723,01.03.150_MARTIN LUTHER KING,01.03.150,170,MARTIN LUTHER KING
42921,01.03.151_HAYATO NAKAMURA,01.03.151,172,HAYATO NAKAMURA
16955,01.03.151_JOSE FRACAROLLI,01.03.151,150,JOSE FRACAROLLI
16957,01.03.151_MARIA JOSE DE CASTRO CONSALTER,01.03.151,151,MARIA JOSE DE CASTRO CONSALTER
39209,01.03.152_HAYATO NAKAMURA,01.03.152,172,HAYATO NAKAMURA
13456,01.03.152_JOSE FRACAROLLI,01.03.152,150,JOSE FRACAROLLI
13422,01.03.152_LUIZ SPIGOLON,01.03.152,118,LUIZ SPIGOLON
13805,01.03.152_MARIA JOSE DE CASTRO CONSALTER,01.03.152,151,MARIA JOSE DE CASTRO CONSALTER
6607,01.03.153_JOSE FRACAROLLI,01.03.153,150,JOSE FRACAROLLI
32295,01.03.153_LUIZ SPIGOLON,01.03.153,118,LUIZ SPIGOLON
14225,01.03.153_MARIA JOSE DE CASTRO CONSALTER,01.03.153,151,MARIA JOSE DE CASTRO CONSALTER
14223,01.03.153_TROPHINO ALVES BUDAL,01.03.153,173,TROPHINO ALVES BUDAL
14199,01.03.154_AUGUSTO FABRETTI,01.03.154,153,AUGUSTO FABRETTI
40702,01.03.154_LUIZ SPIGOLON,01.03.154,118,LUIZ SPIGOLON
14200,01.03.154_MARIA JOSE DE CASTRO CONSALTER,01.03.154,151,MARIA JOSE DE CASTRO CONSALTER
14228,01.03.154_TROPHINO ALVES BUDAL,01.03.154,173,TROPHINO ALVES BUDAL
13477,01.03.155_AUGUSTO FABRETTI,01.03.155,153,AUGUSTO FABRETTI
13818,01.03.155_HAYATO NAKAMURA,01.03.155,172,HAYATO NAKAMURA
13457,01.03.155_LUIZ SPIGOLON,01.03.155,118,LUIZ SPIGOLON
13421,01.03.155_MARIA JOSE DE CASTRO CONSALTER,01.03.155,151,MARIA JOSE DE CASTRO CONSALTER
16966,01.03.156_AUGUSTO FABRETTI,01.03.156,153,AUGUSTO FABRETTI
16946,01.03.156_MARIA JOSE DE CASTRO CONSALTER,01.03.156,151,MARIA JOSE DE CASTRO CONSALTER
42920,01.03.156_OTACILIO EGGER,01.03.156,171,OTACILIO EGGER
7412,01.03.157_AMAZILIA FRANCISCA DE OLIVEIRA LEITE,01.03.157,155,AMAZILIA FRANCISCA DE OLIVEIRA LEITE
33450,01.03.157_INDUSTRIAL ALBINO FERRACINI,01.03.157,168,INDUSTRIAL ALBINO FERRACINI
7406,01.03.157_MANOEL BORRACHINA,01.03.157,152,MANOEL BORRACHINA
21270,01.03.157_PIONEIRO ALFREDO SIMONETTI,01.03.157,271,PIONEIRO ALFREDO SIMONETTI
33465,01.03.158_AMAZILIA FRANCISCA DE OLIVEIRA LEITE,01.03.158,155,AMAZILIA FRANCISCA DE OLIVEIRA LEITE
33149,01.03.158_MANOEL BORRACHINA,01.03.158,152,MANOEL BORRACHINA
7730,01.03.158_MILJUTIN KOGEJ,01.03.158,131,MILJUTIN KOGEJ
7735,01.03.158_PIONEIRO ALFREDO SIMONETTI,01.03.158,271,PIONEIRO ALFREDO SIMONETTI
3871,01.03.159_AMAZILIA FRANCISCA DE OLIVEIRA LEITE,01.03.159,155,AMAZILIA FRANCISCA DE OLIVEIRA LEITE
954,01.03.159_IPIRANGA,01.03.159,169,IPIRANGA
3869,01.03.159_MANOEL BORRACHINA,01.03.159,152,MANOEL BORRACHINA
13287,01.03.159_MILJUTIN KOGEJ,01.03.159,131,MILJUTIN KOGEJ
8995,01.03.160_ALBINO SILVA,01.03.160,132,ALBINO SILVA
822,01.03.160_AMAZILIA FRANCISCA DE OLIVEIRA LEITE,01.03.160,155,AMAZILIA FRANCISCA DE OLIVEIRA LEITE
9181,01.03.160_IPIRANGA,01.03.160,169,IPIRANGA
1220,01.03.160_MANOEL BORRACHINA,01.03.160,152,MANOEL BORRACHINA
4613,01.03.161_ALBINO SILVA,01.03.161,132,ALBINO SILVA
4620,01.03.161_MANOEL BORRACHINA,01.03.161,152,MANOEL BORRACHINA
4621,01.03.161_MARTIN LUTHER KING,01.03.161,170,MARTIN LUTHER KING
27162,01.03.162_FLAUZINA DIAS VIEGAS,01.03.162,188,FLAUZINA DIAS VIEGAS
27156,01.03.162_PIONEIRA MARIA ROSA TEIXEIRA DE SOUZA,01.03.162,313,PIONEIRA MARIA ROSA TEIXEIRA DE SOUZA
4350,"01.03.162_PROJETADA ""A"" COND BELLEVILLE PLACE RESIDENCIAL",01.03.162,1069,"PROJETADA ""A"" COND BELLEVILLE PLACE RESIDENCIAL"
416,"01.03.162_PROJETADA ""B"" COND BELLEVILLE PLACE RESIDENCIAL",01.03.162,1070,"PROJETADA ""B"" COND BELLEVILLE PLACE RESIDENCIAL"
4353,"01.03.162_PROJETADA ""C"" COND BELLEVILLE PLACE RESIDENCIAL",01.03.162,1071,"PROJETADA ""C"" COND BELLEVILLE PLACE RESIDENCIAL"
4356,"01.03.162_PROJETADA ""D"" COND BELLEVILLE PLACE RESIDENCIAL",01.03.162,1072,"PROJETADA ""D"" COND BELLEVILLE PLACE RESIDENCIAL"
415,"01.03.162_PROJETADA ""E"" COND BELLEVILLE PLACE RESIDENCIAL",01.03.162,1073,"PROJETADA ""E"" COND BELLEVILLE PLACE RESIDENCIAL"
413,"01.03.162_PROJETADA ""F"" COND BELLEVILLE PLACE RESIDENCIAL",01.03.162,1074,"PROJETADA ""F"" COND BELLEVILLE PLACE RESIDENCIAL"
4445,"01.03.162_PROJETADA ""G"" COND BELLEVILLE PLACE RESIDENCIAL",01.03.162,1075,"PROJETADA ""G"" COND BELLEVILLE PLACE RESIDENCIAL"
15086,"01.03.162_PROJETADA ""H"" COND BELLEVILLE PLACE RESIDENCIAL",01.03.162,1076,"PROJETADA ""H"" COND BELLEVILLE PLACE RESIDENCIAL"
414,"01.03.162_PROJETADA ""I"" COND BELLEVILLE PLACE RESIDENCIAL",01.03.162,1077,"PROJETADA ""I"" COND BELLEVILLE PLACE RESIDENCIAL"
24840,01.03.162_VISTA ALEGRE,01.03.162,54,VISTA ALEGRE
1185,01.03.163_ALTINO DA SILVA AZEREDO,01.03.163,154,ALTINO DA SILVA AZEREDO
16964,01.03.163_AUGUSTO FABRETTI,01.03.163,153,AUGUSTO FABRETTI
42962,01.03.163_OTACILIO EGGER,01.03.163,171,OTACILIO EGGER
13429,01.03.164_ALTINO DA SILVA AZEREDO,01.03.164,154,ALTINO DA SILVA AZEREDO
12994,01.03.164_AUGUSTO FABRETTI,01.03.164,153,AUGUSTO FABRETTI
39645,01.03.164_LUIZ SPIGOLON,01.03.164,118,LUIZ SPIGOLON
14197,01.03.165_ALTINO DA SILVA AZEREDO,01.03.165,154,ALTINO DA SILVA AZEREDO
14196,01.03.165_AUGUSTO FABRETTI,01.03.165,153,AUGUSTO FABRETTI
13846,01.03.165_LUIZ SPIGOLON,01.03.165,118,LUIZ SPIGOLON
14278,01.03.165_TROPHINO ALVES BUDAL,01.03.165,173,TROPHINO ALVES BUDAL
16411,01.03.166_ALTINO DA SILVA AZEREDO,01.03.166,154,ALTINO DA SILVA AZEREDO
16024,01.03.166_MARIA JOSE DE CASTRO CONSALTER,01.03.166,151,MARIA JOSE DE CASTRO CONSALTER
142,01.03.166_PAULO ANTONIO DA COSTA,01.03.166,174,PAULO ANTONIO DA COSTA
33254,01.03.166_TROPHINO ALVES BUDAL,01.03.166,173,TROPHINO ALVES BUDAL
14967,01.03.167_ALTINO DA SILVA AZEREDO,01.03.167,154,ALTINO DA SILVA AZEREDO
11584,01.03.167_JOSE DANTAS DE LIMA,01.03.167,175,JOSE DANTAS DE LIMA
16116,01.03.167_MARIA JOSE DE CASTRO CONSALTER,01.03.167,151,MARIA JOSE DE CASTRO CONSALTER
81,01.03.167_PAULO ANTONIO DA COSTA,01.03.167,174,PAULO ANTONIO DA COSTA
16051,01.03.168_ALTINO DA SILVA AZEREDO,01.03.168,154,ALTINO DA SILVA AZEREDO
18749,01.03.168_DOMINGOS LOURENCO DE ALMEIDA,01.03.168,176,DOMINGOS LOURENCO DE ALMEIDA
18694,01.03.168_JOSE DANTAS DE LIMA,01.03.168,175,JOSE DANTAS DE LIMA
18656,01.03.168_MARIA JOSE DE CASTRO CONSALTER,01.03.168,151,MARIA JOSE DE CASTRO CONSALTER
14958,01.03.169_ALTINO DA SILVA AZEREDO,01.03.169,154,ALTINO DA SILVA AZEREDO
14989,01.03.169_ANTONIO EREDIA MOLINA,01.03.169,177,ANTONIO EREDIA MOLINA
18760,01.03.169_DOMINGOS LOURENCO DE ALMEIDA,01.03.169,176,DOMINGOS LOURENCO DE ALMEIDA
19225,01.03.169_MARIA JOSE DE CASTRO CONSALTER,01.03.169,151,MARIA JOSE DE CASTRO CONSALTER
14951,01.03.170_ALTINO DA SILVA AZEREDO,01.03.170,154,ALTINO DA SILVA AZEREDO
19639,01.03.170_ANTONIO EREDIA MOLINA,01.03.170,177,ANTONIO EREDIA MOLINA
15990,01.03.170_MARIA JOSE DE CASTRO CONSALTER,01.03.170,151,MARIA JOSE DE CASTRO CONSALTER
19632,01.03.170_SINEVAL FORTES,01.03.170,178,SINEVAL FORTES
18740,01.03.171_ALTINO DA SILVA AZEREDO,01.03.171,154,ALTINO DA SILVA AZEREDO
18646,01.03.171_MARIA JOSE DE CASTRO CONSALTER,01.03.171,151,MARIA JOSE DE CASTRO CONSALTER
16846,01.03.171_MARTINS SILVERIO DO NASCIMENTO,01.03.171,179,MARTINS SILVERIO DO NASCIMENTO
19341,01.03.171_SINEVAL FORTES,01.03.171,178,SINEVAL FORTES
18858,01.03.172_ALTINO DA SILVA AZEREDO,01.03.172,154,ALTINO DA SILVA AZEREDO
14992,01.03.172_JOAO SALVADOR,01.03.172,180,JOAO SALVADOR
16052,01.03.172_MARIA JOSE DE CASTRO CONSALTER,01.03.172,151,MARIA JOSE DE CASTRO CONSALTER
19797,01.03.172_MARTINS SILVERIO DO NASCIMENTO,01.03.172,179,MARTINS SILVERIO DO NASCIMENTO
18682,01.03.173_ALTINO DA SILVA AZEREDO,01.03.173,154,ALTINO DA SILVA AZEREDO
19578,01.03.173_DR RISZARDO EDMUNDO GLUCHOWSKI,01.03.173,181,DR RISZARDO EDMUNDO GLUCHOWSKI
18698,01.03.173_JOAO SALVADOR,01.03.173,180,JOAO SALVADOR
18733,01.03.173_MARIA JOSE DE CASTRO CONSALTER,01.03.173,151,MARIA JOSE DE CASTRO CONSALTER
23757,01.03.174_ALTINO DA SILVA AZEREDO,01.03.174,154,ALTINO DA SILVA AZEREDO
18499,01.03.174_DR RISZARDO EDMUNDO GLUCHOWSKI,01.03.174,181,DR RISZARDO EDMUNDO GLUCHOWSKI
19156,01.03.174_LUIZ ZAROS,01.03.174,162,LUIZ ZAROS
19510,01.03.175_LUIZ ZAROS,01.03.175,162,LUIZ ZAROS
20857,01.03.175_VER SEBASTIAO BEM BEM DE OLIVEIRA,01.03.175,206,VER SEBASTIAO BEM BEM DE OLIVEIRA
16050,01.03.176_ALTINO DA SILVA AZEREDO,01.03.176,154,ALTINO DA SILVA AZEREDO
20839,01.03.176_JOSE FLORINDO,01.03.176,182,JOSE FLORINDO
19132,01.03.176_LUIZ ZAROS,01.03.176,162,LUIZ ZAROS
10161,01.03.176_SEM DENOMINAÇÃO 1 - JARDIM IPE,01.03.176,1051,SEM DENOMINAÇÃO 1 - JARDIM IPE
16054,01.03.176_WLADISLAO GAIDA,01.03.176,158,WLADISLAO GAIDA
19376,01.03.177_ALTINO DA SILVA AZEREDO,01.03.177,154,ALTINO DA SILVA AZEREDO
16061,01.03.177_DR RISZARDO EDMUNDO GLUCHOWSKI,01.03.177,181,DR RISZARDO EDMUNDO GLUCHOWSKI
18944,01.03.177_JOSE FLORINDO,01.03.177,182,JOSE FLORINDO
15999,01.03.177_WLADISLAO GAIDA,01.03.177,158,WLADISLAO GAIDA
18641,01.03.178_ALTINO DA SILVA AZEREDO,01.03.178,154,ALTINO DA SILVA AZEREDO
15020,01.03.178_DR RISZARDO EDMUNDO GLUCHOWSKI,01.03.178,181,DR RISZARDO EDMUNDO GLUCHOWSKI
798,01.03.178_JOAO SALVADOR,01.03.178,180,JOAO SALVADOR
19317,01.03.178_WLADISLAO GAIDA,01.03.178,158,WLADISLAO GAIDA
18756,01.03.179_ALTINO DA SILVA AZEREDO,01.03.179,154,ALTINO DA SILVA AZEREDO
14977,01.03.179_JOAO SALVADOR,01.03.179,180,JOAO SALVADOR
18748,01.03.179_MARTINS SILVERIO DO NASCIMENTO,01.03.179,179,MARTINS SILVERIO DO NASCIMENTO
16840,01.03.179_WLADISLAO GAIDA,01.03.179,158,WLADISLAO GAIDA
18674,01.03.180_ALTINO DA SILVA AZEREDO,01.03.180,154,ALTINO DA SILVA AZEREDO
19728,01.03.180_MARTINS SILVERIO DO NASCIMENTO,01.03.180,179,MARTINS SILVERIO DO NASCIMENTO
20717,01.03.180_SINEVAL FORTES,01.03.180,178,SINEVAL FORTES
19223,01.03.180_WLADISLAO GAIDA,01.03.180,158,WLADISLAO GAIDA
18508,01.03.181_ALTINO DA SILVA AZEREDO,01.03.181,154,ALTINO DA SILVA AZEREDO
16059,01.03.181_ANTONIO EREDIA MOLINA,01.03.181,177,ANTONIO EREDIA MOLINA
18745,01.03.181_SINEVAL FORTES,01.03.181,178,SINEVAL FORTES
21792,01.03.181_WLADISLAO GAIDA,01.03.181,158,WLADISLAO GAIDA
18664,01.03.182_ALTINO DA SILVA AZEREDO,01.03.182,154,ALTINO DA SILVA AZEREDO
14994,01.03.182_ANTONIO EREDIA MOLINA,01.03.182,177,ANTONIO EREDIA MOLINA
19792,01.03.182_DOMINGOS LOURENCO DE ALMEIDA,01.03.182,176,DOMINGOS LOURENCO DE ALMEIDA
18498,01.03.182_WLADISLAO GAIDA,01.03.182,158,WLADISLAO GAIDA
18718,01.03.183_ALTINO DA SILVA AZEREDO,01.03.183,154,ALTINO DA SILVA AZEREDO
19788,01.03.183_DOMINGOS LOURENCO DE ALMEIDA,01.03.183,176,DOMINGOS LOURENCO DE ALMEIDA
12584,01.03.183_JOSE DANTAS DE LIMA,01.03.183,175,JOSE DANTAS DE LIMA
19075,01.03.183_WLADISLAO GAIDA,01.03.183,158,WLADISLAO GAIDA
15021,01.03.184_ALTINO DA SILVA AZEREDO,01.03.184,154,ALTINO DA SILVA AZEREDO
19093,01.03.184_JOSE DANTAS DE LIMA,01.03.184,175,JOSE DANTAS DE LIMA
10158,01.03.184_PAULO ANTONIO DA COSTA,01.03.184,174,PAULO ANTONIO DA COSTA
19085,01.03.184_WLADISLAO GAIDA,01.03.184,158,WLADISLAO GAIDA
13709,01.03.185_ALTINO DA SILVA AZEREDO,01.03.185,154,ALTINO DA SILVA AZEREDO
13673,01.03.185_MARCILIO DIAS,01.03.185,156,MARCILIO DIAS
5711,01.03.185_PAULO ANTONIO DA COSTA,01.03.185,174,PAULO ANTONIO DA COSTA
13759,01.03.185_TROPHINO ALVES BUDAL,01.03.185,173,TROPHINO ALVES BUDAL
13689,01.03.186_ALTINO DA SILVA AZEREDO,01.03.186,154,ALTINO DA SILVA AZEREDO
13626,01.03.186_LUIZ SPIGOLON,01.03.186,118,LUIZ SPIGOLON
13623,01.03.186_MARCILIO DIAS,01.03.186,156,MARCILIO DIAS
5710,01.03.186_TROPHINO ALVES BUDAL,01.03.186,173,TROPHINO ALVES BUDAL
13430,01.03.187_ALTINO DA SILVA AZEREDO,01.03.187,154,ALTINO DA SILVA AZEREDO
39293,01.03.187_HAYATO NAKAMURA,01.03.187,172,HAYATO NAKAMURA
15874,01.03.187_LUIZ SPIGOLON,01.03.187,118,LUIZ SPIGOLON
13432,01.03.187_MARCILIO DIAS,01.03.187,156,MARCILIO DIAS
5574,01.03.188_ALTINO DA SILVA AZEREDO,01.03.188,154,ALTINO DA SILVA AZEREDO
5724,01.03.188_BENEDITO PEREIRA TANGERINO FILHO,01.03.188,157,BENEDITO PEREIRA TANGERINO FILHO
5660,01.03.188_HAYATO NAKAMURA,01.03.188,172,HAYATO NAKAMURA
5747,01.03.188_OTACILIO EGGER,01.03.188,171,OTACILIO EGGER
13133,01.03.189_ALTINO DA SILVA AZEREDO,01.03.189,154,ALTINO DA SILVA AZEREDO
13135,01.03.189_BENEDITO PEREIRA TANGERINO FILHO,01.03.189,157,BENEDITO PEREIRA TANGERINO FILHO
13292,01.03.189_MARTIN LUTHER KING,01.03.189,170,MARTIN LUTHER KING
13136,01.03.189_OTACILIO EGGER,01.03.189,171,OTACILIO EGGER
1183,01.03.190_AMADOR AGUIAR,01.03.190,161,AMADOR AGUIAR
